Submission Date (Central Time),ucnValue,mouseFlowPlaybackUrl,audience,email_address,Overall Rating,Comments,Feedback Categories,Subcategory
8/2/2022,,,,,4,"I wish there were tabs for age groups or for learning to read type books so they're easier to find but other than that, it's pretty easy to find what you need",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,I was not able to find the books I needed for my curriculum,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Very easy to use. Will be submitting my first order for this new school year soon!,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,4,Trouble with password,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"Last year was a mess with accounting, invoicing, and delivery.  I am giving another shot this year.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,Thanks for all that you do! I look forward to sharing the book order information with my class beginning next month!    Will you be sending out the paper flyers this year? We have not received any yet.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,"As an educator I request more $1 selections. If i can get a class sponsor but the Judy book of the week for a dollar is not on my class level, I'm stuck. A variety of titles at this price point is NEEDED.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,"As an educator I request more $1 selections. If i can get a class sponsor but the Judy book of the week for a dollar is not on my class level, I'm stuck. A variety of titles at this price point is NEEDED.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,The survey interrupted me trying to check out but it's okay!,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"I want the books sent to my home address, but didn’t see that option.  Last year the book orders were very slow. Hoping this is a better year.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"I want the books sent to my home address, but didn’t see that option.  Last year the book orders were very slow. Hoping this is a better year.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,"Easy to use site, would like to have free shipping though",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,2,I'm trying to find the reading level and DRA numbers for books for our Library and the oddest thing I've found was I cannot find them for some of the books that were printed by Scholastic.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,2,"Too many steps to get through to find  a simple book.  Pop up screens asking for info, I do not need to always set up an online format.  Sometimes people just want to look!  UGH.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,Would love to have $1 books back regardless of class order.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Love it!,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,3,unable to find a way to get paper fliers sent to my school to give to my families...,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,3,"Couldn't find the boxcar children books.  Not the new creations, the original ones starting with a publishing date around 1947.",Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,2,I wish I could get paper copies of flyers at least for the first few orders.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,YOUR WEB SITE U/I KICS ASS!  So very easy.  Well done.  Did my kids order from the flyer in 3 minutes including new account setup.  VERY GOOD.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,4,My class sizes have increased and I was looking for the area to give a new number of students.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,Looking for my class code so I can add it to the forms.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,For the past few years -every so often I can't login.  When you click on sign in a white box will appear but there is no information or way to login.  This has happened on different computers and wifi connections.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,I am still working on my task.,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,I think Scholastic Books are Fantastic.  I read and ordered them when I was a little girl and it is good to see the quality hasn't changes.  Kudos to you guys! Keep this company going the children need it!!,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,5,Easy!,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,5,"Thank you for making your site easy to navigate for tech-challenged grandparents like me.  I love books and am happy to be able to share them with my grandkids.  I am happy to see Scholastic Books are still available.  My children loved their book orders when they were in school.  Of course, they were paper back then😊",Thanks/Praise,Thanks/Praise
8/2/2022,,,,,5,I’ll be back to place an order,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,4,Not able to order flyers,Not Thanks/Praise,Not Thanks/Praise
8/2/2022,,,,,5,No problems or complaints at all.,Thanks/Praise,Thanks/Praise
8/2/2022,,,,,4,Scholastic will always be a part of the classroom.. I'm glad ordering online was so easy.,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,Great! Super easy process,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,The survey popped up before I could submit my order.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,4,Costly but good selection,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,"I was a little confused at first because I just went into Scholastic and I could not find the items that are in the flyer the kids get at school, I then realized that I had to go to the book club site.",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,4,"Scholastic should automatically apply the coupons you email teachers, instead of relying on us to remember them a month later.  Also, if I enter an order at 9:30pm~ish California time - since I teach in California - on August 31st, it should not say that I entered the order on September 1st, since your incentives all end monthly so I make a point of entering my orders on the last day of each month.",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,Placing an order,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,"Love the selection. Noticed prices are increasing, though, which is a little disappointing. Would really like for books to be shipped home, rather than to school. I often order a lot of books for my child and the teacher will sometimes miss some items when passing them out.",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,"Love the selection. Noticed prices are increasing, though, which is a little disappointing. Would really like for books to be shipped home, rather than to school. I often order a lot of books for my child and the teacher will sometimes miss some items when passing them out.",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,1,reset password does not work.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,3,"I am using the email that Scholastic emailed me with, trying to sign in  and it says we don’t recognize this email address, please try again?  It has been a while since I have placed an order but this is the email address that I receive Scholastic emails from.",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,Great books for kids..,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,4,Please add the actual classroom book fairs to your homepage once you login if I login to shop it sometimes is difficult to find the way to add to cart for each child.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,2,Poor website screen size transitioning. Website itself does not correct formatting for varying screen sizes.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,"Still browsing, your site is great, thank you.",Thanks/Praise,Thanks/Praise
9/1/2022,,,,,4,Kind of difficult to navigate,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,3,hard to find what I'm looking for in reference to the e-wallet account,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,Me encanta 😍💖 este momento de comprar libros para mi niña,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,3,Not many filtering options for searches,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,great value!,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,I love ordering books and have used Scholastics for years. I have orders hundreds of books and will continue ordering!,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,Great website to order from for my daughter's class!,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,4,I would buy more if there were art type books such as teaching drawing.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,3,Browsing on mobile is not great.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,I was wondering when will I get the paper copies of the book order flyers?,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,3,The mobile site had some glitches. When I tried to add a second child the drop box for the birth year froze and I had to back out and go again. We managed but it took longer,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,Site was VERY easy to navigate and I love the simple add button for the booklet codes to add to cart. Also the free book drove me to enter the order online and I forgot to enter the code. READS for Order# 69847648 - Jennifer Jackson,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,I have been satisfied and excited to use Scholastic every year!,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,"Easy to use, well organized, flows well.",Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,I was looking information to see if you will continue offering Home dellivery like the last 2 years or not and couldn't find the answer.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,4,the $1.00 options that open up when you reach the amount...    There needs to be more chapter book selections for older readers.  I am a 5th grade reading teacher looking for adding books to my class library and was disappointed of the limited options.  The majority were early elementary options.     This is an awesome opportunity as a teacher to get books for our libraries or as gifts.  It would be nice to have a larger selection.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,4,"When I'm buying a pack of books I would like to know the titles in the pack as well as the number in the series. For example, Diary of a Pug 6-pack doesn't tell me if it's #1-6. Also Pug's Road Trip is sold separately but I don't know what number in the series it is.",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,Didnt have any Ameila Bedelia Books,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,Lately I just haven't gotten kids/parents to purchase books.  I don't know why this trend is happening.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,all good!,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,5,Come a long way from when I was in elementary school! Very excited for my kids to experience those same feelings.,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,4,I struggled finding where to enter my students. I wish it was more accessible right away when going to the website.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,3,"Site is not super intuitive  -- my child is in 2nd grade and when we click to visit books for 2nd grade, after choosing a book to preview, it takes us back to the main menu instead of a menu for his age group.",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,"I found what I was searching for, but I must say I wish  it had been more convenient to do so. It may have been based on the fact it was my first visit back to your site this school year. I love SCHOLASTIC BOOKS, so please know your service is always wonderful!!!",Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,5,Love the site...,Thanks/Praise,Thanks/Praise
9/1/2022,,,,,2,Confusing to figure out how to get started when you have a classroom code. Not clear that I had to go to book clubs and connect to the teacher.,Not Thanks/Praise,Not Thanks/Praise
9/1/2022,,,,,3,"It can be hard to search within the system for books. It would be great to have recommendations for each child, teacher recommendations, or best books for the grade easier to find under the club page.",Not Thanks/Praise,Not Thanks/Praise
